filename,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,,,,,,,,
Vlog_2160P-0577,Vlog,2160,105,4.27,4.205,4.482,4.592,0.664,0.671,0.495,0.47,,,,,,,,
Vlog_2160P-059c,Vlog,2160,123,4.441,4.409,4.525,4.363,0.521,0.583,0.465,0.633,,,,,,,,
Vlog_2160P-09c9,Vlog,2160,129,2.876,1.89,4.157,4.416,1.233,0.744,0.76,0.584,,,,,,,,
Vlog_2160P-13a1,Vlog,2160,121,3.859,3.514,3.859,4.152,0.569,0.762,0.601,0.595,,,,,,,,
Vlog_2160P-13fe,Vlog,2160,106,3.992,4.111,3.917,3.798,0.543,0.606,0.547,0.595,,,,,,,,
Vlog_2160P-19f9,Vlog,2160,134,3.919,4.122,4.194,4.117,0.702,0.605,0.611,0.692,,,,,,,,
Vlog_2160P-1ff6,Vlog,2160,113,3.29,3.379,2.79,2.881,0.721,0.795,0.766,0.795,,,,,,,,
Vlog_2160P-255c,Vlog,2160,113,4.443,4.38,4.263,4.157,0.495,0.549,0.63,0.728,,,,,,,,
Vlog_2160P-2953,Vlog,2160,135,3.467,3.437,3.614,3.683,0.664,0.663,0.63,0.526,,,,,,,,
Vlog_2160P-2b2d,Vlog,2160,126,3.906,4.005,4.068,3.986,0.866,0.794,0.69,0.584,,,,,,,,
Vlog_2160P-3019,Vlog,2160,138,4.578,4.586,4.576,4.527,0.452,0.457,0.498,0.518,,,,,,,,
Vlog_2160P-310b,Vlog,2160,116,3.857,3.646,3.886,4.297,0.586,0.549,0.602,0.535,,,,,,,,
Vlog_2160P-327a,Vlog,2160,117,3.983,3.791,3.77,3.857,0.521,0.757,0.619,0.604,,,,,,,,
Vlog_2160P-342a,Vlog,2160,113,4.321,4.283,4.488,4.39,0.59,0.548,0.436,0.61,,,,,,,,
Vlog_2160P-3a75,Vlog,2160,122,4.212,4.258,4.428,4.349,0.631,0.585,0.492,0.511,,,,,,,,
Vlog_2160P-408f,Vlog,2160,115,3.79,3.931,3.859,3.855,0.488,0.477,0.495,0.506,,,,,,,,
Vlog_2160P-416c,Vlog,2160,145,4.019,3.979,3.933,3.963,0.721,0.48,0.508,0.545,,,,,,,,
Vlog_2160P-4362,Vlog,2160,119,4.554,4.618,4.625,4.505,0.503,0.52,0.508,0.574,,,,,,,,
Vlog_2160P-4419,Vlog,2160,126,4.324,4.457,4.189,4.198,0.555,0.542,0.439,0.594,,,,,,,,
Vlog_2160P-4655,Vlog,2160,125,3.887,4.196,4.263,3.624,0.673,0.621,0.671,0.89,,,,,,,,
Vlog_2160P-4f98,Vlog,2160,125,3.47,3.29,2.847,3.148,0.713,0.778,0.825,0.699,,,,,,,,
Vlog_2160P-522f,Vlog,2160,132,4.324,4.363,4.382,4.392,0.543,0.595,0.551,0.574,,,,,,,,
Vlog_2160P-56e4,Vlog,2160,136,4.289,4.065,4.266,4.272,0.485,0.607,0.587,0.656,,,,,,,,
Vlog_2160P-5874,Vlog,2160,134,4.101,4.296,3.92,4.062,0.659,0.556,0.646,0.752,,,,,,,,
Vlog_2160P-62b2,Vlog,2160,115,3.39,3.376,3.154,3.177,0.709,0.739,0.7,0.684,,,,,,,,
Vlog_2160P-6629,Vlog,2160,129,4.27,4.213,4.286,4.229,0.641,0.655,0.664,0.644,,,,,,,,
Vlog_2160P-6f92,Vlog,2160,114,3.886,3.764,3.681,3.529,0.532,0.565,0.569,0.746,,,,,,,,
Vlog_2160P-700c,Vlog,2160,118,3.881,4.14,3.703,3.672,0.625,0.619,0.738,0.84,,,,,,,,
Vlog_2160P-70d6,Vlog,2160,110,3.067,3.074,3.188,3.012,0.698,0.673,0.679,0.708,,,,,,,,
Vlog_2160P-7324,Vlog,2160,116,4.194,4.209,3.802,4.196,0.713,0.634,1.041,0.849,,,,,,,,
Vlog_2160P-77d8,Vlog,2160,104,3.667,3.348,3.643,3.348,0.599,0.797,0.673,0.727,,,,,,,,
Vlog_2160P-7b10,Vlog,2160,121,3.864,3.654,3.951,3.823,0.577,0.729,0.751,0.528,,,,,,,,
Vlog_2160P-7b5c,Vlog,2160,104,3.61,2.933,2.747,3.13,0.726,0.736,0.637,0.676,,,,,,,,
Vlog_2160P-7bfb,Vlog,2160,125,4.206,4.396,4.127,4.058,0.665,0.493,0.6,0.707,,,,,,,,
Vlog_2160P-7f05,Vlog,2160,118,3.111,2.916,2.916,3.056,0.63,0.716,0.687,0.669,,,,,,,,
Vlog_360P-1e5b,Vlog,360,123,3.266,3.271,3.184,3.012,0.574,0.551,0.54,0.583,,,,,,,,
Vlog_360P-22a0,Vlog,360,130,3.286,3.037,3.098,3,0.528,0.618,0.641,0.656,,,,,,,,
Vlog_360P-2973,Vlog,360,109,2.902,2.742,2.741,2.798,0.628,0.531,0.535,0.543,,,,,,,,
Vlog_360P-2e9d,Vlog,360,124,2.746,2.79,2.868,2.773,0.561,0.608,0.594,0.614,,,,,,,,
Vlog_360P-3121,Vlog,360,125,2.775,2.584,2.734,2.481,0.727,0.578,0.661,0.721,,,,,,,,
Vlog_360P-3bc2,Vlog,360,111,3.944,3.652,3.585,3.818,0.471,0.539,0.544,0.499,,,,,,,,
Vlog_360P-433e,Vlog,360,133,3.198,3.197,3.01,3.071,0.58,0.617,0.651,0.654,,,,,,,,
Vlog_360P-4697,Vlog,360,118,3.551,3.091,3.312,3.109,0.56,0.645,0.603,0.692,,,,,,,,
Vlog_360P-4795,Vlog,360,121,2.479,2.401,2.22,2.533,0.629,0.547,0.607,0.589,,,,,,,,
Vlog_360P-4ad1,Vlog,360,109,3.016,3.029,3.17,3.191,0.553,0.588,0.554,0.505,,,,,,,,
Vlog_360P-4d71,Vlog,360,103,3.052,3.102,3.351,3.024,0.615,0.625,0.662,0.787,,,,,,,,
Vlog_360P-6279,Vlog,360,104,3.26,2.986,2.965,2.996,0.555,0.584,0.601,0.592,,,,,,,,
Vlog_360P-7334,Vlog,360,143,3.266,3.245,3.008,3.213,0.674,0.55,0.614,0.679,,,,,,,,
Vlog_360P-76ae,Vlog,360,109,2.606,2.393,2.689,2.853,0.667,0.646,0.596,0.643,,,,,,,,
Vlog_360P-7efe,Vlog,360,146,2.912,2.781,2.915,2.992,0.668,0.624,0.675,0.609,,,,,,,,
Vlog_480P-08c7,Vlog,480,120,3.591,3.254,3.242,3.571,0.446,0.486,0.464,0.497,,,,,,,,
Vlog_480P-0980,Vlog,480,129,2.755,2.803,2.807,2.612,0.623,0.613,0.645,0.572,,,,,,,,
Vlog_480P-0ddc,Vlog,480,114,4.075,3.976,4.215,3.891,0.414,0.532,0.59,0.519,,,,,,,,
Vlog_480P-1b39,Vlog,480,130,2.325,2.266,2.352,2.098,0.672,0.558,0.597,0.552,,,,,,,,
Vlog_480P-206f,Vlog,480,116,2.779,2.556,2.421,2.508,0.732,0.659,0.94,0.695,,,,,,,,
Vlog_480P-279d,Vlog,480,124,3.373,3.323,3.38,3.403,0.58,0.501,0.479,0.466,,,,,,,,
Vlog_480P-2cad,Vlog,480,132,3.244,3.172,3.263,3.261,0.63,0.688,0.701,0.7,,,,,,,,
Vlog_480P-34ba,Vlog,480,122,3.666,3.696,3.772,3.665,0.475,0.434,0.459,0.449,,,,,,,,
Vlog_480P-476b,Vlog,480,119,3.431,3.245,3.343,3.416,0.505,0.649,0.454,0.508,,,,,,,,
Vlog_480P-4beb,Vlog,480,125,2.512,2.413,2.418,2.395,0.639,0.578,0.569,0.553,,,,,,,,
Vlog_480P-5275,Vlog,480,123,3.12,3.274,3.082,3.05,0.549,0.555,0.64,0.604,,,,,,,,
Vlog_480P-535d,Vlog,480,110,2.846,2.825,2.829,2.829,0.493,0.605,0.49,0.537,,,,,,,,
Vlog_480P-59dc,Vlog,480,116,3.206,3.285,3.236,3.357,0.45,0.5,0.495,0.533,,,,,,,,
Vlog_480P-5dfe,Vlog,480,110,3.8,3.803,3.754,3.225,0.5,0.415,0.386,0.678,,,,,,,,
Vlog_480P-5e1c,Vlog,480,121,2.581,2.229,NaN,NaN,1.01,1.005,NaN,NaN,,,,,,,,
Vlog_480P-5ebd,Vlog,480,119,3.637,3.693,3.753,3.847,0.478,0.504,0.449,0.514,,,,,,,,
Vlog_480P-6395,Vlog,480,103,3.755,3.679,3.683,3.647,0.46,0.485,0.532,0.569,,,,,,,,
Vlog_480P-6c60,Vlog,480,112,2.487,2.666,2.682,2.435,0.624,0.827,0.737,0.65,,,,,,,,
Vlog_480P-7237,Vlog,480,130,3.89,3.752,3.797,3.702,0.446,0.446,0.482,0.431,,,,,,,,
Vlog_480P-7615,Vlog,480,108,2.588,2.878,2.752,2.865,0.746,0.707,0.591,0.702,,,,,,,,
Vlog_480P-7754,Vlog,480,118,3.944,4.097,4.055,4.124,0.428,0.386,0.383,0.362,,,,,,,,
Vlog_480P-7d0c,Vlog,480,119,3.577,3.614,3.707,3.426,0.501,0.43,0.447,0.5,,,,,,,,
Vlog_480P-7ecf,Vlog,480,124,2.9,2.616,2.546,3.035,0.629,0.706,0.622,0.725,,,,,,,,
Vlog_720P-033a,Vlog,720,129,4.302,4.26,4.357,4.256,0.479,0.459,0.488,0.529,,,,,,,,
Vlog_720P-03d5,Vlog,720,121,3.605,3.77,3.212,3.106,0.549,0.458,0.754,0.701,,,,,,,,
Vlog_720P-03f9,Vlog,720,109,3.972,3.955,3.906,3.88,0.446,0.48,0.436,0.477,,,,,,,,
Vlog_720P-0d79,Vlog,720,110,3.805,3.574,4.024,4.245,0.479,0.511,0.603,0.474,,,,,,,,
Vlog_720P-1003,Vlog,720,103,3.604,3.573,3.345,3.187,0.576,0.513,0.603,0.628,,,,,,,,
Vlog_720P-11c5,Vlog,720,122,3.816,3.741,3.73,3.773,0.53,0.48,0.484,0.488,,,,,,,,
Vlog_720P-135c,Vlog,720,115,3.872,3.759,3.703,3.74,0.461,0.509,0.492,0.485,,,,,,,,
Vlog_720P-141f,Vlog,720,105,3.128,2.815,2.908,3.11,0.686,0.768,0.75,0.704,,,,,,,,
Vlog_720P-155f,Vlog,720,133,4.316,4.403,4.331,3.837,0.493,0.439,0.484,0.462,,,,,,,,
Vlog_720P-2929,Vlog,720,116,3.918,3.868,3.889,3.867,0.512,0.553,0.518,0.602,,,,,,,,
Vlog_720P-329f,Vlog,720,125,3.7,3.824,3.832,3.671,0.471,0.515,0.456,0.479,,,,,,,,
Vlog_720P-32b2,Vlog,720,120,4.365,4.286,4.338,4.351,0.465,0.473,0.475,0.423,,,,,,,,
Vlog_720P-343d,Vlog,720,127,3.667,3.597,3.951,3.835,0.541,0.593,0.684,0.636,,,,,,,,
Vlog_720P-372d,Vlog,720,121,4.047,3.78,3.904,4.145,0.495,0.467,0.463,0.409,,,,,,,,
Vlog_720P-3e9c,Vlog,720,114,3.882,3.768,3.746,3.754,0.524,0.469,0.467,0.497,,,,,,,,
Vlog_720P-4e3d,Vlog,720,116,2.743,2.725,2.86,2.895,0.779,0.76,0.706,0.736,,,,,,,,
Vlog_720P-5364,Vlog,720,113,2.794,2.815,2.63,2.655,0.786,0.688,0.775,0.765,,,,,,,,
Vlog_720P-55b6,Vlog,720,132,4.211,4.328,4.282,4.325,0.598,0.457,0.477,0.485,,,,,,,,
Vlog_720P-561e,Vlog,720,133,4.438,4.465,4.46,4.373,0.459,0.448,0.426,0.508,,,,,,,,
Vlog_720P-5d08,Vlog,720,126,3.783,3.739,3.78,3.774,0.555,0.5,0.499,0.491,,,,,,,,
Vlog_720P-60f8,Vlog,720,134,4.335,4.161,4.192,4.11,0.488,0.398,0.371,0.581,,,,,,,,
Vlog_720P-6d56,Vlog,720,115,3.776,3.905,3.675,3.301,0.481,0.466,0.507,0.488,,,,,,,,
